,location,total_sqft,bath,price,bhk
8185,Yelahanka,1590.0,2.0,54.0,3
8186,Yelahanka,1633.0,3.0,110.0,3
8187,Ramagondanahalli,1151.0,2.0,46.0,2
8188,Kereguddadahalli,1400.0,2.0,42.0,3
8189,Uttarahalli,1037.0,2.0,36.0,2
8190,Thanisandra,1188.0,2.0,36.0,2
8191,Other,1060.0,2.0,52.0,2
8192,Hennur,1255.0,2.0,54.5,2
8193,Hormavu,1075.0,2.0,53.7,2
8194,ITPL,900.0,2.0,27.0,2
8195,Kudlu Gate,1183.0,2.0,79.54,2
8196,HSR Layout,1100.0,2.0,44.0,2
8197,GM Palaya,1643.0,2.0,70.0,3
8198,Jakkur,1291.0,2.0,75.0,2
8199,Hennur,1150.0,3.0,80.0,3
8200,Electronic City,1060.0,2.0,55.0,2
8201,7th Phase JP Nagar,1575.0,2.0,110.0,3
8202,Other,1700.0,3.0,55.0,4
8203,Mahadevpura,1236.0,2.0,58.0,2
8204,Pai Layout,3800.0,6.0,175.0,6
8205,Hulimavu,1200.0,4.0,75.0,4
8206,Harlur,1225.0,2.0,56.0,2
8207,Thanisandra,1056.0,2.0,75.0,2
8208,9th Phase JP Nagar,1240.0,2.0,42.85,3
8209,Banashankari,1200.0,3.0,74.52,3
8210,Kudlu Gate,1850.0,3.0,110.0,3
8211,Other,3150.0,4.0,180.0,4
8212,Other,1200.0,1.0,39.82,1
8213,Jigani,918.0,2.0,56.0,2
8214,Other,1330.0,2.0,68.0,3
8215,Munnekollal,1540.0,2.0,70.0,3
8216,Lakshminarayana Pura,1200.0,2.0,80.0,2
8217,Other,927.0,2.0,37.0,2
8218,Sarjapur,2585.5,4.0,115.0,4
8219,CV Raman Nagar,1400.0,2.0,78.0,3
8220,Hosur Road,1345.0,2.0,106.0,2
8221,8th Phase JP Nagar,1510.0,2.0,80.0,2
8222,ITPL,1500.0,3.0,61.52,3
8223,Yelahanka,827.5,1.0,42.535,1
8224,Vidyaranyapura,1100.0,2.0,72.0,3
8225,Other,1200.0,3.0,68.0,3
8226,Kanakpura Road,1100.0,3.0,53.0,3
8227,Hormavu,2282.0,4.0,115.0,4
8228,Other,760.0,2.0,37.49,2
8229,Sarjapur,2172.0,3.0,100.0,3
8230,8th Phase JP Nagar,3300.0,3.0,165.0,3
8231,Thubarahalli,1242.0,3.0,51.0,3
8232,Uttarahalli,1245.0,2.0,43.58,3
8233,Kadugodi,1088.0,2.0,44.0,2
8234,Sahakara Nagar,1200.0,2.0,46.0,2
8235,TC Palaya,1995.0,3.0,100.0,3
8236,Haralur Road,1309.0,2.0,82.0,2
8237,Other,1250.0,3.0,42.0,3
8238,5th Phase JP Nagar,1041.0,2.0,54.0,2
8239,Sarjapur  Road,1505.0,2.0,60.0,3
8240,Bellandur,1767.0,3.0,89.0,3
8241,Other,1293.0,2.0,80.0,2
8242,Kengeri,1320.0,2.0,50.0,2
8243,Other,1280.0,2.0,68.48,2
8244,Thanisandra,1245.0,2.0,83.05,2
8245,Haralur Road,1027.0,1.0,44.0,2
8246,Yelenahalli,1200.0,2.0,46.17,2
8247,Kanakpura Road,1100.0,3.0,58.0,3
8248,Other,1065.0,3.0,72.0,3
8249,Kannamangala,1814.0,3.0,129.0,3
8250,Ramagondanahalli,1610.0,2.0,112.0,3
8251,Kasavanhalli,1600.0,3.0,79.0,3
8252,Other,1250.0,2.0,77.13,3
8253,Haralur Road,1243.0,2.0,46.0,2
8254,Kanakpura Road,1452.0,3.0,60.98,3
8255,Other,1475.0,3.0,75.0,3
8256,Electronic City,1353.0,2.0,75.0,2
8257,Electronics City Phase 1,1750.0,3.0,58.0,3
8258,Sahakara Nagar,1270.0,2.0,96.0,2
8259,Thanisandra,2695.0,4.0,188.0,4
8260,Other,1330.0,3.0,65.0,3
8261,BTM 2nd Stage,1400.0,2.0,90.0,2
8262,Kanakpura Road,1700.0,3.0,75.0,3
8263,Kasavanhalli,1585.0,2.0,90.0,2
8264,Kothanur,1385.0,3.0,67.0,3
8265,Electronic City,1128.0,2.0,67.0,2
8266,HSR Layout,1203.0,2.0,60.0,2
8267,Mallasandra,905.0,2.0,35.0,2
8268,Hennur Road,1450.0,3.0,79.0,3
8269,Varthur,1105.0,2.0,38.0,2
8270,Channasandra,1200.0,2.0,46.13,2
8271,Jalahalli,1530.0,2.0,89.0,3
8272,Whitefield,1105.0,2.0,35.4,2
8273,Dasarahalli,1333.0,2.0,78.56,2
8274,Other,1065.0,2.0,45.0,2
8275,Haralur Road,1243.0,2.0,46.0,2
8276,Old Madras Road,1530.0,3.0,76.34,3
8277,Margondanahalli,1200.0,2.0,65.0,2
8278,Whitefield,1270.0,2.0,94.0,2
8279,Bellandur,1830.0,3.0,89.0,3
8280,Chandapura,900.0,2.0,35.0,2
8281,Bannerghatta Road,1450.0,2.0,78.0,3
8282,Other,1525.0,3.0,65.0,3
8283,Mahalakshmi Layout,1080.0,2.0,67.0,2
8284,Other,1220.0,2.0,72.0,2
8285,Begur Road,1200.0,2.0,44.4,2
8286,Bommanahalli,1355.0,2.0,73.17,2
8287,Other,1500.0,2.0,60.0,2
8288,Koramangala,1355.0,2.0,95.0,2
8289,Electronic City,1070.0,2.0,57.0,2
8290,Bommasandra,842.0,2.0,30.0,2
8291,Bannerghatta Road,700.0,1.0,31.2,1
8292,Other,1884.0,3.0,95.0,3
8293,Other,1100.0,2.0,75.0,2
8294,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
8295,Budigere,1820.0,3.0,85.0,3
8296,Thanisandra,1185.0,2.0,43.5,2
8297,Whitefield,1220.0,2.0,89.0,2
8298,Whitefield,1116.0,2.0,51.91,2
8299,6th Phase JP Nagar,1192.0,2.0,75.0,2
8300,Marathahalli,1449.0,3.0,110.0,3
8301,Electronic City,1700.0,3.0,90.0,3
8302,Hebbal,1920.0,3.0,150.0,3
8303,Other,1350.0,2.0,90.0,2
8304,Other,1700.0,3.0,74.0,3
8305,Sarjapur  Road,1314.0,2.0,70.44,3
8306,Hosa Road,1513.0,3.0,103.0,3
8307,Other,1276.0,2.0,80.0,3
8308,Vittasandra,1246.0,2.0,67.5,2
8309,Dasarahalli,1220.0,2.0,62.0,2
8310,Kaval Byrasandra,1400.0,3.0,75.0,3
8311,Kasavanhalli,1245.0,2.0,80.0,2
8312,Other,1495.0,2.0,63.0,3
8313,Gollarapalya Hosahalli,996.0,2.0,36.5,2
8314,Yelahanka New Town,1000.0,2.0,44.0,2
8315,Other,1250.0,2.0,75.0,2
8316,Thanisandra,1261.0,2.0,80.0,3
8317,Electronics City Phase 1,1080.0,2.0,46.0,2
8318,Other,1230.0,2.0,50.0,2
8319,Bommasandra,1260.0,3.0,49.36,3
8320,Horamavu Agara,1220.0,2.0,39.0,2
8321,Green Glen Layout,1750.0,3.0,105.0,3
8322,Whitefield,1436.0,2.0,62.15,3
8323,TC Palaya,1200.0,2.0,66.0,3
8324,Varthur,1560.0,3.0,90.0,3
8325,Other,1275.0,2.0,59.0,2
8326,Other,1040.0,2.0,36.4,2
8327,Bellandur,2400.0,3.0,115.0,3
8328,Yelahanka,1195.0,2.0,53.105,2
8329,Hosakerehalli,4500.0,5.0,145.0,5
8330,Other,648.0,1.0,40.0,1
8331,Sarjapur  Road,2100.0,3.0,130.0,3
8332,Kudlu,1027.0,2.0,44.0,2
8333,Bommasandra,1365.0,3.0,52.82,3
8334,Chandapura,1200.0,2.0,52.0,3
8335,7th Phase JP Nagar,1075.0,2.0,57.0,3
8336,Banashankari,1100.0,2.0,63.0,2
8337,Other,1320.0,2.0,58.0,3
8338,Kammasandra,1500.0,3.0,65.0,3
8339,Vittasandra,1246.0,2.0,67.5,2
8340,Bhoganhalli,1718.0,3.0,90.2,3
8341,Bisuvanahalli,1075.0,2.0,32.0,3
8342,Other,1480.0,3.0,75.48,3
8343,Kanakpura Road,1041.0,2.0,36.44,2
8344,Other,1128.0,2.0,48.4,2
8345,Hosur Road,1685.0,3.0,90.0,3
8346,Other,1180.0,2.0,65.0,2
8347,Other,1200.0,2.0,60.0,2
8348,Other,1250.0,3.0,39.5,3
8349,Kanakpura Road,900.0,2.0,41.0,2
8350,Other,1000.0,2.0,45.0,2
8351,Vittasandra,1404.0,2.0,70.0,2
8352,Ramagondanahalli,1610.0,2.0,115.0,3
8353,Varthur,1760.0,2.0,85.0,2
8354,Other,975.0,2.0,55.0,2
8355,Other,1190.0,2.0,42.0,2
8356,Kudlu,1110.0,2.0,46.0,2
8357,Gunjur,1235.0,2.0,44.5,2
8358,Other,1275.0,2.0,55.0,2
8359,Harlur,1197.0,2.0,76.0,2
8360,Begur Road,644.0,1.0,32.0,1
8361,Bellandur,1251.0,2.0,47.0,2
8362,Other,1080.0,2.0,38.0,2
8363,Kudlu,2100.0,3.0,114.0,4
8364,NRI Layout,1731.0,3.0,64.11,3
8365,Hormavu,1206.0,2.0,55.0,2
8366,Choodasandra,1560.0,3.0,78.0,3
8367,7th Phase JP Nagar,750.0,1.0,47.0,1
8368,Sarjapur  Road,702.0,1.0,35.8,1
8369,Attibele,1700.0,3.0,65.0,3
8370,HRBR Layout,1145.0,2.0,68.5,2
8371,Ramamurthy Nagar,1208.0,2.0,43.5,3
8372,Brookefield,1589.0,3.0,74.0,3
8373,Yelahanka New Town,1426.0,2.0,61.5,3
8374,Green Glen Layout,1885.0,3.0,135.0,3
8375,Old Madras Road,935.0,2.0,37.77,2
8376,Old Madras Road,1171.0,2.0,73.0,2
8377,Singasandra,1465.0,2.0,60.0,2
8378,Budigere,1820.0,3.0,95.0,3
8379,Raja Rajeshwari Nagar,1580.0,2.0,66.85,3
8380,Whitefield,1452.0,2.0,46.29,3
8381,Hennur Road,1445.0,2.0,89.56,3
8382,Other,1170.0,2.0,39.0,2
8383,Other,1070.0,2.0,50.0,2
8384,Kanakpura Road,1100.0,3.0,53.0,3
8385,Kothanur,1140.0,2.0,56.0,2
8386,Rachenahalli,2600.0,3.0,160.0,3
8387,Other,1532.0,3.0,59.75,3
8388,Other,1150.0,2.0,46.0,2
8389,Jakkur,1473.0,2.0,85.0,2
8390,Kathriguppe,1350.0,3.0,80.99,3
8391,Hoodi,1660.0,3.0,128.0,3
8392,Chamrajpet,650.0,2.0,45.0,2
8393,Other,1495.0,3.0,90.0,3
8394,R.T. Nagar,1080.0,2.0,48.0,2
8395,Electronic City,1521.0,2.0,57.5,3
8396,Other,1053.0,2.0,51.0,2
8397,7th Phase JP Nagar,1050.0,2.0,42.0,2
8398,Thanisandra,1430.0,2.0,51.48,3
8399,Other,1250.0,3.0,39.0,3
8400,Other,1200.0,2.0,75.0,4
8401,Uttarahalli,1000.0,2.0,39.5,2
8402,Bannerghatta Road,1630.0,3.0,68.0,3
8403,Kammasandra,985.0,2.0,40.5,2
8404,BTM 2nd Stage,1200.0,2.0,70.0,2
8405,Ambalipura,1650.0,3.0,100.0,3
8406,Mico Layout,1670.0,3.0,59.0,3
8407,Other,1000.0,2.0,60.0,2
8408,Other,830.0,2.0,26.0,2
8409,Ramagondanahalli,1200.0,3.0,56.1,3
8410,Haralur Road,1140.0,2.0,43.0,2
8411,Nagarbhavi,1635.0,3.0,85.0,3
8412,HSR Layout,1120.0,2.0,70.0,2
8413,Other,2750.0,6.0,200.0,6
8414,Harlur,2137.0,3.0,110.0,3
8415,Hennur Road,973.0,2.0,50.74,2
8416,Banashankari,1020.0,2.0,40.79,2
8417,Electronic City,750.0,1.0,35.0,1
8418,Kambipura,883.0,2.0,49.0,2
8419,Other,1470.0,2.0,60.0,3
8420,Other,1275.0,2.0,76.0,2
8421,Kothanur,1787.0,3.0,120.0,3
8422,8th Phase JP Nagar,1730.0,5.0,75.0,5
8423,Yeshwanthpur,1692.0,3.0,108.0,3
8424,Bannerghatta Road,1400.0,3.0,69.0,3
8425,Sarjapur  Road,1115.0,2.0,50.0,2
8426,Whitefield,1370.0,2.0,56.0,2
8427,Other,1602.0,3.0,56.0,3
8428,Other,793.0,1.0,40.0,1
8429,GM Palaya,675.0,1.0,35.0,1
8430,Chikka Tirupathi,3250.0,4.0,136.0,4
8431,Whitefield,1050.0,2.0,43.0,2
8432,Jalahalli East,1035.0,2.0,42.5,2
8433,Sarjapur  Road,1200.0,2.0,44.0,3
8434,Sarjapur  Road,1800.0,3.0,128.0,3
8435,Green Glen Layout,1625.0,3.0,70.0,3
8436,Electronics City Phase 1,1032.0,2.0,31.99,2
8437,Whitefield,1496.0,2.0,71.81,3
8438,Other,1100.0,2.0,38.0,2
8439,Kundalahalli,1500.0,3.0,50.0,3
8440,Other,1555.0,3.0,73.0,3
8441,Amruthahalli,1025.0,2.0,42.0,2
8442,Hennur Road,1482.0,2.0,83.73,3
8443,Arekere,900.0,2.0,44.5,2
8444,Yelahanka,1355.0,2.0,75.0,3
8445,Akshaya Nagar,1200.0,2.0,45.0,2
8446,Other,1563.0,3.0,63.0,3
8447,Other,1344.0,4.0,84.0,4
8448,5th Phase JP Nagar,812.0,2.0,42.0,2
8449,Basaveshwara Nagar,1200.0,2.0,70.0,2
8450,Yelahanka,3175.0,4.0,156.0,4
8451,Marathahalli,1360.0,2.0,101.0,2
8452,Hegde Nagar,1835.0,3.0,88.0,3
8453,Rachenahalli,1756.0,3.0,110.0,3
8454,8th Phase JP Nagar,1296.0,2.0,51.83,3
8455,Haralur Road,1300.0,2.0,75.0,2
8456,Anandapura,1141.0,2.0,50.0,2
8457,Poorna Pragna Layout,1270.0,2.0,50.79,3
8458,Electronic City,1210.0,2.0,55.0,2
8459,Hormavu,1310.0,2.0,67.0,2
8460,Magadi Road,1187.0,2.0,55.195,3
8461,Raja Rajeshwari Nagar,1050.0,2.0,37.0,2
8462,Electronic City Phase II,1140.0,2.0,34.0,2
8463,Varthur,1210.0,2.0,54.0,2
8464,Kasavanhalli,2035.0,3.0,142.0,3
8465,Amruthahalli,485.0,1.0,19.5,1
8466,Varthur,1112.0,2.0,40.0,2
8467,Other,1200.0,2.0,82.0,2
8468,Other,1419.0,3.0,85.0,3
8469,Other,1195.0,2.0,42.4,2
8470,Bannerghatta Road,905.0,2.0,58.0,2
8471,JP Nagar,1500.0,2.0,108.0,3
8472,Other,850.0,1.0,50.0,1
8473,Tindlu,1165.0,2.0,59.8,2
8474,Other,933.0,2.0,55.0,2
8475,Hennur Road,1305.0,2.0,77.0,3
8476,Billekahalli,1125.0,2.0,65.0,2
8477,Other,865.0,2.0,33.0,2
8478,Jigani,1245.0,3.0,66.0,3
8479,Kalyan nagar,8840.0,2.0,300.0,2
8480,Other,1145.0,2.0,60.0,3
8481,AECS Layout,2000.0,3.0,90.0,3
8482,Hosa Road,625.0,1.0,43.68,1
8483,Kundalahalli,1724.0,3.0,128.0,3
8484,Sarjapur  Road,1270.0,2.0,54.0,3
8485,Other,1250.0,3.0,39.5,3
8486,Jakkur,1485.0,3.0,72.0,3
8487,7th Phase JP Nagar,990.0,2.0,50.0,2
8488,TC Palaya,1200.0,2.0,66.0,3
8489,Kothanur,1185.0,2.0,59.0,2
8490,Kadubeesanahalli,1140.0,2.0,78.0,2
8491,Yelahanka,1756.0,3.0,125.0,3
8492,Other,1025.0,2.0,48.0,2
8493,Whitefield,1216.0,2.0,72.0,2
8494,Sarjapur  Road,1026.0,2.0,60.8,2
8495,Kodichikkanahalli,2700.0,4.0,125.0,5
8496,Begur,1411.0,2.0,60.0,3
8497,Kanakpura Road,1320.0,2.0,39.6,3
8498,Bannerghatta,1320.0,2.0,50.0,2
8499,HSR Layout,1140.0,2.0,46.0,2
8500,Other,1750.0,3.0,120.0,3
8501,TC Palaya,1152.0,2.0,55.0,2
8502,Thanisandra,965.0,2.0,54.0,2
8503,Lingadheeranahalli,1684.0,3.0,120.0,3
8504,Hennur Road,1672.0,3.0,86.0,3
8505,Panathur,1075.0,2.0,60.0,2
8506,Other,1464.0,3.0,56.0,3
8507,Hebbal,1420.0,2.0,99.26,2
8508,Other,750.0,2.0,40.0,2
8509,Yeshwanthpur,1169.0,2.0,64.08,2
8510,Devanahalli,1290.0,2.0,62.0,3
8511,Kengeri,1160.0,2.0,40.6,2
8512,Mysore Road,1500.0,3.0,70.0,3
8513,Other,1300.0,3.0,46.0,3
8514,Other,2150.0,3.0,170.0,3
8515,5th Block Hbr Layout,5100.0,5.0,300.0,6
8516,Kanakpura Road,1300.0,2.0,69.0,3
8517,Kadugodi,1875.0,2.0,110.0,3
8518,Hulimavu,1260.0,2.0,82.0,3
8519,Kengeri,2500.0,4.0,100.0,5
8520,Begur Road,1241.0,2.0,64.0,2
8521,Sarjapur  Road,1025.0,2.0,45.5,2
8522,Electronic City,1070.0,2.0,60.0,2
8523,Begur,815.0,2.0,40.0,2
8524,Kanakpura Road,2000.0,3.0,105.0,3
8525,Sarjapur  Road,1216.0,2.0,70.0,2
8526,Kanakpura Road,1200.0,2.0,62.0,2
8527,Marathahalli,1026.0,2.0,50.18,2
8528,Hulimavu,450.0,1.0,20.0,1
8529,KR Puram,1205.0,2.0,45.79,2
8530,Other,1368.0,2.0,87.0,2
8531,Anekal,420.0,1.0,12.5,1
8532,Doddakallasandra,1270.0,2.0,42.0,2
8533,Anekal,614.0,1.0,28.0,2
8534,Margondanahalli,1050.0,2.0,58.0,2
8535,Yelahanka,1408.0,2.0,58.0,2
8536,Subramanyapura,1223.0,2.0,42.81,3
8537,Other,1507.0,3.0,80.0,3
8538,Other,1160.0,2.0,57.0,2
8539,Other,1200.0,3.0,70.0,3
8540,Poorna Pragna Layout,960.0,2.0,50.0,2
8541,NGR Layout,1021.0,2.0,46.0,2
8542,Channasandra,1065.0,2.0,36.0,2
8543,Bannerghatta Road,1465.0,2.0,75.0,3
8544,Kanakpura Road,900.0,2.0,41.0,2
8545,Marathahalli,1800.0,3.0,95.0,3
8546,Other,1175.0,2.0,83.0,2
8547,Sanjay nagar,1050.0,2.0,59.0,2
8548,KR Puram,1827.0,3.0,97.0,3
8549,Mysore Road,883.0,2.0,37.0,2
8550,Kengeri,550.0,1.0,16.75,1
8551,Kanakapura,1290.0,2.0,38.69,3
8552,Raja Rajeshwari Nagar,1021.0,3.0,59.0,3
8553,Whitefield,1158.0,2.0,55.0,2
8554,Munnekollal,1200.0,2.0,57.9,3
8555,Thanisandra,777.0,1.0,38.46,1
8556,EPIP Zone,2710.0,3.0,177.0,3
8557,Kenchenahalli,1150.0,2.0,57.0,2
8558,Yelahanka,1101.0,2.0,37.0,2
8559,Hebbal,1252.0,2.0,92.0,2
8560,Marathahalli,1650.0,3.0,85.0,3
8561,Marathahalli,1270.0,2.0,80.0,2
8562,Tumkur Road,992.0,2.0,70.0,2
8563,BEML Layout,2000.0,3.0,85.0,3
8564,Other,893.0,2.0,34.5,2
8565,Bisuvanahalli,1075.0,2.0,41.49,3
8566,Electronic City,1190.0,2.0,42.0,2
8567,Sarjapur  Road,1814.0,3.0,63.0,3
8568,Other,1400.0,3.0,98.0,3
8569,Murugeshpalya,1344.0,2.0,56.0,3
8570,Kanakpura Road,1843.0,3.0,95.0,3
8571,Other,1495.0,2.0,70.0,3
8572,Whitefield,1396.0,3.0,74.0,3
8573,Garudachar Palya,1610.0,2.0,119.0,3
8574,Tindlu,1050.0,2.0,55.0,2
8575,Other,1410.0,2.0,43.71,3
8576,Ramamurthy Nagar,1050.0,2.0,37.8,2
8577,Kumaraswami Layout,1310.0,2.0,85.0,3
8578,Yelahanka,1104.0,2.0,58.0,2
8579,Hennur Road,1165.0,2.0,67.0,2
8580,Kudlu,1027.0,2.0,44.0,2
8581,Hormavu,1310.0,2.0,60.0,2
8582,Other,1052.0,2.0,52.0,2
8583,Singasandra,1464.0,3.0,56.0,3
8584,Other,1000.0,2.0,45.0,2
8585,Electronic City,1150.0,2.0,38.08,2
8586,Thanisandra,2019.0,3.0,70.67,3
8587,Varthur,986.0,2.0,31.0,2
8588,Gollarapalya Hosahalli,1318.0,3.0,56.0,3
8589,Yelahanka,1325.0,2.0,58.0,3
8590,Kereguddadahalli,800.0,2.0,33.0,2
8591,Other,1300.0,3.0,42.25,3
8592,Other,1300.0,2.0,60.0,3
8593,Jalahalli East,1010.0,2.0,52.0,2
8594,Banashankari,1260.0,2.0,75.0,2
8595,Ulsoor,2500.0,4.0,170.0,4
8596,Bellandur,1665.0,3.0,85.0,3
8597,Subramanyapura,1800.0,3.0,80.0,3
8598,Harlur,1197.0,2.0,75.0,2
8599,Other,1050.0,2.0,45.0,2
8600,Thanisandra,1241.0,2.0,68.0,3
8601,Other,1567.0,2.0,62.0,3
8602,Kasavanhalli,1747.0,3.0,110.0,3
8603,Ramagondanahalli,1475.0,2.0,55.0,3
8604,Hennur Road,980.0,2.0,51.0,2
8605,Dasanapura,966.0,2.0,58.0,2
8606,Other,2360.0,3.0,185.0,4
8607,Sarjapur  Road,1112.0,2.0,62.0,2
8608,Other,1760.0,3.0,90.0,3
8609,Hennur,1830.0,2.0,113.0,3
8610,Yelahanka,1175.0,2.0,67.77,2
8611,Whitefield,1175.0,2.0,41.0,2
8612,Horamavu Banaswadi,1025.0,2.0,45.0,2
8613,Hennur Road,1232.0,2.0,80.0,2
8614,5th Phase JP Nagar,1010.0,2.0,57.0,2
8615,Sarjapur  Road,1273.0,2.0,60.0,2
8616,Battarahalli,1590.0,2.0,102.0,2
8617,Other,1100.0,2.0,58.5,2
8618,Electronic City Phase II,1252.0,2.0,65.0,3
8619,Yelahanka,1322.0,2.0,77.9,2
8620,7th Phase JP Nagar,1000.0,1.0,60.0,1
8621,Harlur,1755.0,3.0,117.0,3
8622,Electronic City Phase II,1135.0,2.0,46.0,2
8623,Nagavarapalya,1260.0,2.0,85.5,2
8624,Kanakpura Road,1100.0,2.0,53.0,3
8625,Electronic City Phase II,1305.0,3.0,65.0,3
8626,Other,1236.0,2.0,50.0,2
8627,Uttarahalli,1125.0,1.0,45.0,2
8628,KR Puram,1075.0,2.0,32.25,2
8629,BEML Layout,2000.0,3.0,85.0,3
8630,Thanisandra,2999.97,6.0,110.0,6
8631,Kadugodi,1150.0,2.0,42.0,2
8632,Hennur Road,1085.0,2.0,43.4,2
8633,Other,800.0,1.0,45.0,2
8634,Kumaraswami Layout,2450.0,3.0,110.0,4
8635,Bannerghatta Road,1920.0,3.0,122.0,3
8636,Kothannur,1085.0,2.0,34.2,2
8637,Thanisandra,760.0,1.0,50.4,1
8638,Sahakara Nagar,1201.0,2.0,80.0,2
8639,Electronic City,1615.0,3.0,97.0,3
8640,HSR Layout,1289.0,2.0,70.0,2
8641,Kasavanhalli,1377.0,2.0,80.0,2
8642,Thanisandra,663.0,1.0,32.82,1
8643,Thanisandra,1260.0,2.0,45.5,2
8644,Other,1095.0,2.0,39.0,2
8645,Other,1050.0,2.0,65.0,2
8646,Seegehalli,1176.0,2.0,50.0,2
8647,Thanisandra,1801.0,3.0,115.0,3
8648,Whitefield,1315.0,2.0,55.0,2
8649,Parappana Agrahara,1194.0,2.0,46.0,2
8650,NRI Layout,2400.0,2.0,125.0,2
8651,Uttarahalli,1308.0,2.0,53.0,3
8652,Thanisandra,3671.0,4.0,220.0,4
8653,Hoodi,2144.0,3.0,140.0,3
8654,Hoskote,1065.0,2.0,33.75,2
8655,Balagere,1205.0,2.0,67.0,2
8656,Uttarahalli,1160.0,2.0,40.58,2
8657,Parappana Agrahara,1194.0,2.0,47.0,2
8658,Other,1200.0,3.0,56.53,3
8659,2nd Phase Judicial Layout,1681.0,3.0,69.0,3
8660,Kanakpura Road,1843.0,3.0,90.0,3
8661,Thubarahalli,1885.0,3.0,85.52,3
8662,R.T. Nagar,1500.0,2.0,45.0,2
8663,Panathur,1210.0,2.0,69.0,2
8664,TC Palaya,1126.0,2.0,39.4,2
8665,Rayasandra,1357.0,2.0,59.0,3
8666,Whitefield,1451.0,2.0,46.4,3
8667,Hennur Road,950.0,2.0,55.0,2
8668,Bellandur,960.0,2.0,48.0,2
8669,Other,1625.0,3.0,92.0,3
8670,Ambalipura,1607.0,2.0,112.0,3
8671,Kanakpura Road,900.0,2.0,46.29,2
8672,Other,1080.0,2.0,38.0,2
8673,Hosa Road,1708.0,3.0,64.05,4
8674,Yeshwanthpur,2500.0,5.0,185.0,6
8675,Bellandur,1690.0,2.0,116.0,3
8676,Other,2100.0,3.0,145.0,5
8677,Other,1269.0,2.0,97.0,2
8678,Haralur Road,1243.0,2.0,46.0,2
8679,Haralur Road,1890.0,3.0,84.0,3
8680,BTM Layout,1196.0,2.0,56.81,2
8681,Parappana Agrahara,1194.0,2.0,47.0,2
8682,Old Madras Road,1630.0,3.0,110.0,3
8683,Whitefield,1063.0,2.0,42.52,2
8684,Other,1025.0,2.0,39.98,2
8685,Chikkabanavar,1067.0,2.0,38.0,2
8686,Kanakpura Road,1299.0,2.0,89.63,2
8687,Panathur,1343.0,2.0,76.0,2
8688,Electronics City Phase 1,1330.0,2.0,44.0,3
8689,Mallasandra,1524.0,2.0,72.0,3
8690,Lingadheeranahalli,2236.0,4.0,153.0,4
8691,Other,1410.0,2.0,45.12,3
8692,Kothanur,1581.0,3.0,76.0,3
8693,Balagere,1205.0,2.0,79.0,2
8694,Thyagaraja Nagar,1270.0,2.0,95.25,3
8695,Other,1200.0,2.0,68.0,2
8696,Other,1250.0,2.0,70.0,3
8697,Sarjapur  Road,1157.0,2.0,69.0,3
8698,Kanakapura,825.0,1.0,35.475,1
8699,Sarjapur  Road,1000.0,2.0,40.0,2
8700,Yelahanka,602.0,1.0,33.0,1
8701,Hoodi,1108.0,2.0,66.46,2
8702,Thyagaraja Nagar,1040.0,2.0,68.0,2
8703,Sarjapur,1451.0,2.0,87.0,2
8704,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
8705,Kanakpura Road,850.0,1.0,37.32,1
8706,Other,900.0,2.0,40.0,2
8707,Kudlu,720.0,1.0,33.0,1
8708,Thanisandra,1573.0,3.0,115.0,3
8709,Sarjapur  Road,1026.0,2.0,60.8,2
8710,CV Raman Nagar,1400.0,2.0,78.0,3
8711,Banashankari Stage III,2100.0,3.0,147.0,4
8712,Sarjapur  Road,1150.0,2.0,48.5,2
8713,Raja Rajeshwari Nagar,1500.0,3.0,88.0,3
8714,Kothanur,1790.0,3.0,105.0,3
8715,Ramagondanahalli,1125.0,2.0,75.0,2
8716,Hennur,1830.5,3.0,84.205,3
8717,Marathahalli,1100.0,2.0,50.0,2
8718,7th Phase JP Nagar,1276.0,2.0,51.0,2
8719,Banaswadi,1105.0,2.0,57.0,2
8720,Thanisandra,1110.0,2.0,46.5,2
8721,Dasanapura,708.0,1.0,41.0,1
8722,Kudlu,1027.0,2.0,44.0,2
8723,Other,1600.0,3.0,100.0,3
8724,Sarjapur  Road,1205.0,2.0,37.0,2
8725,5th Phase JP Nagar,1450.0,2.0,73.0,3
8726,Other,540.0,1.0,22.0,1
8727,Dasarahalli,1200.0,2.0,42.0,2
8728,Kalena Agrahara,1837.0,2.0,95.0,3
8729,Whitefield,1346.0,2.0,76.01,2
8730,Balagere,1012.0,2.0,68.0,2
8731,Other,1125.0,2.0,55.0,2
8732,Kaggadasapura,1500.0,2.0,60.0,3
8733,Harlur,1197.0,2.0,79.9,2
8734,BTM 2nd Stage,1100.0,2.0,47.0,2
8735,Other,1563.0,2.0,52.0,3
8736,Sarjapur  Road,1600.0,3.0,120.0,3
8737,Green Glen Layout,1715.0,3.0,120.0,3
8738,Bannerghatta Road,2400.0,4.0,180.0,4
8739,Ramagondanahalli,1151.0,2.0,42.5,2
8740,Uttarahalli,1123.0,2.0,60.0,2
8741,Whitefield,1276.0,2.0,69.5,2
8742,Yelahanka,1315.0,2.0,77.0,2
8743,Poorna Pragna Layout,1270.0,2.0,50.79,3
8744,R.T. Nagar,1325.0,2.0,52.0,2
8745,Varthur,1600.0,3.0,63.2,3
8746,Jakkur,1660.0,3.0,104.0,3
